dteday,instant,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count
2011-10-01,6466,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65
2011-10-02,6467,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47
2011-10-02,6468,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24
2011-10-02,6469,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30
2011-10-02,6470,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9
2011-10-02,6471,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7
2011-10-02,6472,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7
2011-10-02,6473,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15
2011-10-02,6474,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29
2011-10-02,6475,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64
2011-10-02,6476,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115
2011-10-02,6477,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248
2011-10-02,6478,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292
2011-10-02,6479,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321
2011-10-02,6480,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308
2011-10-02,6481,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256
2011-10-02,6482,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173
2011-10-02,6483,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206
2011-10-02,6484,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167
2011-10-02,6485,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174
2011-10-02,6486,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162
2011-10-02,6487,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87
2011-10-02,6488,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88
2011-10-02,6489,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64
2011-10-02,6490,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25
2011-10-03,6491,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16
2011-10-03,6492,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6
2011-10-03,6493,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4
2011-10-03,6494,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7
2011-10-03,6495,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8
2011-10-03,6496,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21
2011-10-03,6497,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,3,91,94
2011-10-03,6498,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249
2011-10-03,6499,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372
2011-10-03,6500,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153
2011-10-03,6501,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101
2011-10-03,6502,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126
2011-10-03,6503,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147
2011-10-03,6504,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118
2011-10-03,6505,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0.0,26,94,120
2011-10-03,6506,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101
2011-10-03,6507,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218
2011-10-03,6508,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495
2011-10-03,6509,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412
2011-10-03,6510,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315
2011-10-03,6511,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,13,191,204
2011-10-03,6512,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0.0,10,128,138
2011-10-03,6513,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0.0,12,79,91
2011-10-03,6514,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54
2011-10-04,6515,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27
2011-10-04,6516,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9
2011-10-04,6517,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,1,2,3
2011-10-04,6518,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6
2011-10-04,6519,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7
2011-10-04,6520,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27
2011-10-04,6521,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112
2011-10-04,6522,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309
2011-10-04,6523,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400
2011-10-04,6524,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187
2011-10-04,6525,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126
2011-10-04,6526,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124
2011-10-04,6527,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199
2011-10-04,6528,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173
2011-10-04,6529,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183
2011-10-04,6530,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194
2011-10-04,6531,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309
2011-10-04,6532,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,585
2011-10-04,6533,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524
2011-10-04,6534,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345
2011-10-04,6535,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261
2011-10-04,6536,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166
2011-10-04,6537,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114
2011-10-04,6538,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66
2011-10-05,6539,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43
2011-10-05,6540,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11
2011-10-05,6541,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3
2011-10-05,6542,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6
2011-10-05,6543,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0.0,1,4,5
2011-10-05,6544,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32
2011-10-05,6545,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117
2011-10-05,6546,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301
2011-10-05,6547,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467
2011-10-05,6548,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219
2011-10-05,6549,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133
2011-10-05,6550,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170
2011-10-05,6551,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214
2011-10-05,6552,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219
2011-10-05,6553,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190
2011-10-05,6554,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182
2011-10-05,6555,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282
2011-10-05,6556,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591
2011-10-05,6557,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593
2011-10-05,6558,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374
2011-10-05,6559,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246
2011-10-05,6560,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201
2011-10-05,6561,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.0,20,134,154
2011-10-05,6562,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73
2011-10-06,6563,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40
2011-10-06,6564,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22
2011-10-06,6565,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10
2011-10-06,6566,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5
2011-10-06,6567,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5
2011-10-06,6568,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24
2011-10-06,6569,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114
2011-10-06,6570,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302
2011-10-06,6571,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457
2011-10-06,6572,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208
2011-10-06,6573,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129
2011-10-06,6574,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.0,29,115,144
2011-10-06,6575,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226
2011-10-06,6576,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191
2011-10-06,6577,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195
2011-10-06,6578,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219
2011-10-06,6579,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323
2011-10-06,6580,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568
2011-10-06,6581,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538
2011-10-06,6582,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,343
2011-10-06,6583,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260
2011-10-06,6584,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195
2011-10-06,6585,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0.0,24,124,148
2011-10-06,6586,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99
2011-10-07,6587,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.0,19,48,67
2011-10-07,6588,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,3,25,28
2011-10-07,6589,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0.0,0,5,5
2011-10-07,6590,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0.0,1,9,10
2011-10-07,6591,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5
2011-10-07,6592,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,3,24,27
2011-10-07,6593,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.0,3,84,87
2011-10-07,6594,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0.0,5,237,242
2011-10-07,6595,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.0,31,386,417
2011-10-07,6596,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0.0,34,207,241
2011-10-07,6597,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174
2011-10-07,6598,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.0,80,150,230
2011-10-07,6599,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.0,61,174,235
2011-10-07,6600,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.0,95,210,305
2011-10-07,6601,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.0,77,179,256
2011-10-07,6602,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0.0,68,202,270
2011-10-07,6603,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.0,73,346,419
2011-10-07,6604,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563
2011-10-07,6605,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465
2011-10-07,6606,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,51,243,294
2011-10-07,6607,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197
2011-10-07,6608,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,22,144,166
2011-10-07,6609,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146
2011-10-07,6610,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.0,23,113,136
2011-10-08,6611,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,17,72,89
2011-10-08,6612,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,14,51,65
2011-10-08,6613,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,4,41,45
2011-10-08,6614,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20
2011-10-08,6615,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10
2011-10-08,6616,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8
2011-10-08,6617,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,6,16,22
2011-10-08,6618,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73
2011-10-08,6619,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.0,14,89,103
2011-10-08,6620,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,54,163,217
2011-10-08,6621,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,120,217,337
2011-10-08,6622,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.0,176,221,397
2011-10-08,6623,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,191,255,446
2011-10-08,6624,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485
2011-10-08,6625,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465
2011-10-08,6626,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,262,234,496
2011-10-08,6627,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451
2011-10-08,6628,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393
2011-10-08,6629,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359
2011-10-08,6630,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248
2011-10-08,6631,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202
2011-10-08,6632,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.0,54,133,187
2011-10-08,6633,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.0,45,104,149
2011-10-08,6634,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,52,90,142
2011-10-09,6635,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129
2011-10-09,6636,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,15,63,78
2011-10-09,6637,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.0,20,35,55
2011-10-09,6638,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.0,10,20,30
2011-10-09,6639,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,7,7,14
2011-10-09,6640,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,1,14,15
2011-10-09,6641,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.0,7,14,21
2011-10-09,6642,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,18,26,44
2011-10-09,6643,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,25,82,107
2011-10-09,6644,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,66,119,185
2011-10-09,6645,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365
2011-10-09,6646,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423
2011-10-09,6647,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455
2011-10-09,6648,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418
2011-10-09,6649,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500
2011-10-09,6650,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407
2011-10-09,6651,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470
2011-10-09,6652,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438
2011-10-09,6653,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414
2011-10-09,6654,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302
2011-10-09,6655,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193
2011-10-09,6656,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173
2011-10-09,6657,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,48,104,152
2011-10-09,6658,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123
2011-10-10,6659,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.0,11,42,53
2011-10-10,6660,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.0,4,30,34
2011-10-10,6661,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0,4,15,19
2011-10-10,6662,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.0,2,9,11
2011-10-10,6663,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,2,4,6
2011-10-10,6664,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.0,2,19,21
2011-10-10,6665,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,5,39,44
2011-10-10,6666,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.0,12,102,114
2011-10-10,6667,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.0,27,227,254
2011-10-10,6668,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.0,58,161,219
2011-10-10,6669,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265
2011-10-10,6670,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322
2011-10-10,6671,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365
2011-10-10,6672,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0.0,146,219,365
2011-10-10,6673,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.0,147,223,370
2011-10-10,6674,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384
2011-10-10,6675,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402
2011-10-10,6676,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459
2011-10-10,6677,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0.0,108,365,473
2011-10-10,6678,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336
2011-10-10,6679,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0.0,37,188,225
2011-10-10,6680,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,175
2011-10-10,6681,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126
2011-10-10,6682,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75
2011-10-11,6683,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0.0,14,16,30
2011-10-11,6684,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,11
2011-10-11,6685,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4,5
2011-10-11,6686,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,3
2011-10-11,6687,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,5,5
2011-10-11,6688,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0.0,0,20,20
2011-10-11,6689,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123
2011-10-11,6690,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352
2011-10-11,6691,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,31,375,406
2011-10-11,6692,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0.0,40,195,235
2011-10-11,6693,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,38,111,149
2011-10-11,6694,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92,123
2011-10-11,6695,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130,181
2011-10-11,6696,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,42,138,180
2011-10-11,6697,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117,171
2011-10-11,6698,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,36,139,175
2011-10-11,6699,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257,320
2011-10-11,6700,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,70,534,604
2011-10-11,6701,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493,539
2011-10-11,6702,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285,318
2011-10-11,6703,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,31,203,234
2011-10-11,6704,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158,175
2011-10-11,6705,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,27,120,147
2011-10-11,6706,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,57
2011-10-12,6707,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,2,23,25
2011-10-12,6708,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,2,8,10
2011-10-12,6709,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2,2
2011-10-12,6710,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2,2
2011-10-12,6711,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6,7
2011-10-12,6712,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22,22
2011-10-12,6713,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107,112
2011-10-12,6714,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,259
2011-10-12,6715,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404
2011-10-12,6716,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,197
2011-10-12,6717,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98,113
2011-10-12,6718,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120
2011-10-12,6719,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53,62
2011-10-12,6720,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101
2011-10-12,6721,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70,78
2011-10-12,6722,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45
